release_date,title,artist,ranking,certification,streams,image,spotify,apple
2025-08-02,"Creep Wit' Me",Ill Al Skratch,#137,,3888034,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_2/CreepWitMe.jpg,https://open.spotify.com/track/5dKHsr1BbvdHIwrgtuXjku,https://music.apple.com/us/album/creep-wit-me/1444100585?i=1444101028
2025-08-02,"Mobbin' 4 Life",Sinister,#2,Platinum,,"https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_2/Sinister-%20Mobbin'%204%20Life.jpg",https://open.spotify.com/track/78FFUWtB7FgrmINusuVh0h,
2025-08-02,The Sexorcist,Necro,,,11321423,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_2/Necro-%20The%20Sexorcist.jpeg,https://open.spotify.com/track/3GkwtWadvYzpplKDi8byd9,https://music.apple.com/us/album/whos-ya-daddy/535233962?i=535234094
2025-08-02,Monsters II,Swollen Members,,,1130367,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_2/Swollen%20Members-%20Monsters%20II.jpg,https://open.spotify.com/track/6yJV5R9AocJEWLVxMNMZlj,https://music.apple.com/us/album/honour-combat/445714372?i=445714469
2025-08-02,Bang 3,Chief Keef,#131,,88026637,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_2/Chief_Keef_Bang_3_Official_Cover.jpeg,https://open.spotify.com/track/3RScS2iOVfGmav3QrkP31a,https://music.apple.com/us/album/superheroes-feat-a%24ap-rocky/1600339232?i=1600339507
2025-08-02,Love Songs 4 the Streets 2,Lil Durk,#4,Gold,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_2/Lil_Durk_-_Love_Songs_4_the_Streets_2.png,https://open.spotify.com/track/4bjoVRm95e6ZiysKZMGImq,https://music.apple.com/us/album/love-songs-4-the-streets/1574577605?i=1574578603
2025-08-02,Bozo,Saint Dog,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_2/Saint%20Dog-%20Bozo.jpg,https://open.spotify.com/track/2lQ1JovMVHMfFoSSeRmpLj,https://music.apple.com/us/album/bozo/1513264597?i=1513264604
2025-08-03,"Heavy Rhyme Experience, Vol. 1",Brand New Heavies,#139,,11708321,"https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_3/Brand%20New%20Heavies-%20Heavy%20Rhyme%20Experience,%20Vol.%201.jpg",https://open.spotify.com/track/4XBnaWv7CFUCzuIuQcU8zP,https://music.apple.com/us/album/jump-n-move-feat-jamalski/1444066569?i=1444067022
2025-08-03,Da Bomb,Kris Kross,#13,Platinum,6138179,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_3/Da_Bomb_(Kris_Kross_album_cover).jpg,https://open.spotify.com/track/3uGjLZ5abCyCfYXBVfpf8X,https://music.apple.com/us/album/da-bomb/169702139?i=169702161
2025-08-03,On Top of da World,Lil Italy,#99,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_3/On_Top_of_da_World.jpg,https://open.spotify.com/track/4Q9eU3bV9CeJa08rNZAl1y,https://music.apple.com/us/album/on-top-of-the-world/1440855747?i=1440855804
2025-08-03,Coming of Age,Memphis Bleek,#7,Gold,11553156,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_3/Memphis_Bleek_-_The_Coming_of_Age.jpg,https://open.spotify.com/track/01gu79iiKf0mEo1Sq1fe6K,https://music.apple.com/us/album/coming-of-age-da-sequel-feat-memphis-bleek/1440914180?i=1440914296
2025-08-03,A Long Hot Summer,Masta Ace,,,50281754,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_3/Alonghotsummer.jpg,https://open.spotify.com/track/1RZwfy4hD9ixk4XcIQpyW1,https://music.apple.com/us/album/f-a-y-feat-strick/184880108?i=184883791
2025-08-03,VV:2,MF Doom,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_3/MF%20Doom-%20VV_2.jpg,https://open.spotify.com/track/5KUNwkaNf8l5A9sXZhiCgI,https://music.apple.com/us/album/bomb-thrown/1346325841?i=1346327083
2025-08-03,718,Theodore Unit,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_3/Theodoreunit.jpg,https://open.spotify.com/track/4QDt6pEOS0fTcVVI4lQc8D,
2025-08-03,Trill O.G.,Bun B,#6,Gold,19918015,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_3/Trill_OG.jpg,,https://music.apple.com/us/album/put-it-down/710107667?i=710108911
2025-08-03,Str8 Killa,Freddie Gibbs,,,342669,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_3/Str8killa.jpg,https://open.spotify.com/track/5EFxxtloKbbEG2uTFNPs11,https://music.apple.com/us/album/personal-og/1654542117?i=1654542128
2025-08-03,King of All Kings,Pastor Troy,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_3/Pastor%20Troy-%20King%20of%20All%20Kings.jpg,https://open.spotify.com/track/1JqHyabVEUYFFN123UXuhc,https://music.apple.com/us/album/king-of-all-kings/853378033?i=853378141
2025-08-03,Suspended Animation,Esham,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_3/Esham_Suspended_Animation.jpg,,https://music.apple.com/us/album/suspended-animation/384484884?i=384485023
2025-08-03,Weareallgoingtoburninhellmegamixxx3,El-P,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_3/El-P-%20Weareallgoingtoburninhellmegamixxx3.jpg,https://open.spotify.com/track/4oc2hpJ0kZkmWuDLONY8N4,
2025-08-03,The Don Ke Chronicles,"Lil' Keke",,,,"https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_3/Lil'%20Keke-%20The%20Don%20Ke%20Chronicles.jpg",https://open.spotify.com/track/0r9wCJ6AZErvIs9ZcM8Qcg,https://music.apple.com/us/album/peepin-me-feat-fat-pat/1454435978?i=1454435985
2025-08-03,Scapegoat,Roc C,,,73241,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_3/Roc%20C-%20Scapegoat.jpg,https://open.spotify.com/track/0XceTSREQ4f5l5a8JXgSZ4,https://music.apple.com/us/album/turn-it-up-feat-illa-j/383476365?i=383476674
2025-08-03,Xerxes The God-King,King Gordy,,,690032,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_3/King%20Gordy-%20Xerxes%20The%20God-King.jpeg,https://open.spotify.com/track/5bdoW8mpcyoZ1vKx1vcezd,https://music.apple.com/us/album/the-horrorshow/384965563?i=384965590
2025-08-03,Jonestown,"Messy Marv, The Jacka & Blanco",,,,"https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_3/Messy%20Marv,%20The%20Jacka%20&%20Blanco-%20Jonestown.jpg",https://open.spotify.com/track/2smKRPtpVUChAmK6ppQekl,
2025-08-03,Nostrum Grocers,Nostrum Grocers,,,4203045,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_3/Nostrum%20Grocers-%20Nostrum%20Grocers.jpeg,https://open.spotify.com/track/5B2eNs6wNBsiP1rz49qCvn,https://music.apple.com/us/album/whereing-those-flowers/1694022606?i=1694022613
2025-08-03,Swimming,Mac Miller,#3,Platinum,3469881388,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_3/Mac_Miller_-_Swimming.png,https://open.spotify.com/track/5bJ1DrEM4hNCafcDd1oxHx,https://music.apple.com/us/album/come-back-to-earth/1408996052?i=1408996053
2025-08-03,Astroworld,Travis Scott,#1,Platinum,10440771721,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_3/Travis_Scott_-_Astroworld.png,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4,https://music.apple.com/us/album/sicko-mode/1421658111?i=1421658123
2025-08-03,Stay Dangerous,YG,#5,Gold,685181465,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_3/YG_Stay_Dangerous.png,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy,https://music.apple.com/us/album/bulletproof-feat-jay-305/1418058054?i=1418058328
2025-08-03,I Am You,YNW Melly,#20,Gold,1963516698,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_3/YNW_Melly_-_I_Am_You.jpeg,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,https://music.apple.com/us/album/i-am-you/1419601184?i=1419601192
2025-08-04,"Da Game Is to Be Sold, Not to Be Told",Snoop Dogg,#1,Platinum,33809302,"https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_4/Da%20Game%20Is%20to%20Be%20Sold,%20Not%20to%20Be%20Told.jpg",https://open.spotify.com/track/0BNV7W1n95Am0ZHPdCYt1N,https://music.apple.com/us/album/snoop-world/723830366?i=723831258
2025-08-04,Dorrough,Dorrough,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_4/DorroughMusicOfficialCover.jpg,https://open.spotify.com/track/35EfL85garkKhKEemkeLoC,https://music.apple.com/us/album/ice-cream-paint-job/311358462?i=311358463
2025-08-04,Andy Mineo and Wordsplayed Present Magic & Bird,Andy Mineo & Wordsplayed,,,79235100,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_4/Andy%20Mineo%20and%20Wordsplayed%20Present%20Magic%20&%20Bird.jpeg,https://open.spotify.com/track/13hGjuvhiONMzUEyVgLYFR,https://music.apple.com/us/album/run-wild-feat-andy-mineo/1219039811?i=1219039816
2025-08-04,12,ASAP Twelvyy,,,79151468,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_4/asaptwelvyy_12.jpg,https://open.spotify.com/track/0OguxdspxLLTf97lkA0Hpr,https://music.apple.com/us/album/xscape-feat-a%24ap-twelvyy/863217948?i=863217965
2025-08-04,The White West,Riff Raff,,,2744056,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_4/Riff%20Raff-The%20White%20West.jpg,https://open.spotify.com/track/7ziUaUqgzqLvL6VnDU3Etl,https://music.apple.com/us/album/plead-the-5th/1258361081?i=1258361089
2025-08-04,The Booty Tape,Ugly God,#27,,335467902,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_4/TheBootyTape.jpg,https://open.spotify.com/track/7EoSDrwBPUBeBEORrpvgko,https://music.apple.com/us/album/f-k-ugly-god/1265355750?i=1265356075
2025-08-05,The Terror Wheel,Insane Clown Posse,,,2344350,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_5/Insane_Clown_Posse_-_The_Terror_Wheel.jpg,https://open.spotify.com/track/1DmsqJgEnAJsjLP1zXLnIF,https://music.apple.com/us/album/the-smog/978846709?i=978846991
2025-08-05,Overcast!,Atmosphere,,,41884768,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_5/Atmosphere_Overcast.jpg,https://open.spotify.com/track/45zAJxISzVBR6FOiNDH5FU,https://music.apple.com/us/album/scapegoat-20-year-anniversary-remaster/1516965151?i=1516965892
2025-08-05,Silent Weapons for Quiet Wars,Killarmy,#34,,4455864,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_5/Killarmy-SilentWeaponsForQuietWars.jpg,https://open.spotify.com/track/1bjudjbsBOfaKVWmP2Jq6n,https://music.apple.com/us/album/blood-for-blood/288108366?i=288108556
2025-08-05,Life Insurance,Mr. Serv-On,#23,Platinum,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_5/Life_Insurance.jpg,https://open.spotify.com/track/37KG0xQ5Xy3djYCZkeYg5z,https://music.apple.com/us/album/who-raised-me-feat-fiend/1525508449?i=1525509213
2025-08-05,How to Be a Player,Various Artists,#7,Gold,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_5/Various%20Artists-%20How%20to%20Be%20a%20Player.jpg,https://open.spotify.com/track/2jBvhqQ7mYHIBuSTYFeLDW,https://music.apple.com/us/album/track-11/1444054070?i=1444054720
2025-08-05,Clipse Presents: Re-Up Gang,Re-Up Gang,#55,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_5/Clipse_Presents_Re-Up_Gang.jpg,https://open.spotify.com/track/6VH796u0QEa7MOi17yahhG,https://music.apple.com/us/album/re-up-gang-intro/1773293160?i=1773293163
2025-08-05,The Humdinger,Nappy Roots,#73,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_5/Thehumdinger.jpg,https://open.spotify.com/track/0s9COZY8wLOadAzbHka2GO,https://music.apple.com/us/album/good-day/711904456?i=711904558
2025-08-05,We Want In: The Street LP,Outlawz,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_5/Outlawz_We_Want_In.jpg,https://open.spotify.com/track/2TlZR5622PGByCWaCaKBk6,https://music.apple.com/us/album/all-eyez-on-me-feat-big-syke/1588480719?i=1588481985
2025-08-05,"It Ain't Illegal Yet",Del the Funky Homosapien,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_5/Del_-_It_Aint_Illegal_Yet.jpg,https://open.spotify.com/track/0KrDj4WLboIJfuxrGf6szf,https://music.apple.com/us/album/why-you-wanna-get-funky/210357739?i=210357953
2025-08-05,Headphone Concerto,AmpLive,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_5/AmpLive-%20Headphone%20Concerto.jpg,https://open.spotify.com/track/0snxHCY8I2C27T55C3A31c,https://music.apple.com/us/album/rememberance/1748209797?i=1748209808
2025-08-05,Furtive Movements,Armand Hammer,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_5/Armand%20Hammer-%20Furtive%20Movements.jpg,https://open.spotify.com/track/6qLMlC8Hyf9NdXjxDrlZBA,https://music.apple.com/us/album/fubu/895668503?i=895668556
2025-08-05,Codename: Ego Stripper,Ces Cru,#40,Gold,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_5/Ces_Cru_Codename_Ego_Stripper.jpg,https://open.spotify.com/track/4lnkKOkD9gEXlSmgmIM2kB,https://music.apple.com/us/album/catch-vibes-bonus-track/893123889?i=893124334
2025-08-05,California Sweetheart Pt. 2,Lil Debbie,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_5/Lil%20Debbie-%20California%20Sweetheart%20Pt.%202.jpg,https://open.spotify.com/track/3SYIVuqZ6Pq8Huy8QTrne0,https://music.apple.com/us/album/bay-2-la/1241668628?i=1241668630
2025-08-05,Sinema,Swoope,#55,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_5/Swoope%20Sinema.jpg,https://open.spotify.com/track/7gac02ikXZh1SA8vngAOVv,https://music.apple.com/us/album/sinema/1546083779?i=1546083783
2025-08-05,Hogg Life Vol. 4: American King,Slim Thug,#179,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_5/Slim%20Thug-%20Hogg%20Life%20Vol.%204_%20American%20King.jpg,https://open.spotify.com/track/1u0znawapIjItmHfSpZ6H1,https://music.apple.com/us/album/king/1129584433?i=1129584601
2025-08-06,Of the Heart: The Utopian Experience,P.M. Dawn,#58,,4741463,"https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_6/P.M.%20Dawn-%20Of%20the%20Heart,%20of%20the%20Soul%20and%20of%20the%20Cross_%20The%20Utopian%20Experience.jpg",https://open.spotify.com/track/1ctZWdouWyRGfBjqANvo21,https://music.apple.com/us/album/reality-used-to-be-a-friend-of-mine-of-mine/262499541?i=262499554
2025-08-06,Latin Alliance,Latin Alliance,#133,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_6/Latin%20Alliance-%20Latin%20Alliance.jpg,https://open.spotify.com/track/07wpJvjNnWEcZje0i3k2Ae,https://music.apple.com/us/album/amigos/986022319?i=986022760
2025-08-06,Wiccked,Marvaless,#48,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_6/Marvaless_Wiccked.jpg,https://open.spotify.com/track/44bl43M94VOzrTLkGJdbwc,https://music.apple.com/us/album/wiccked/43488888?i=43487914
2025-08-06,Cloud 9,Nine,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_6/Cloud_9.jpg,https://open.spotify.com/track/2FSVMyqLldC36p0deIYvI9,https://music.apple.com/us/album/cloud-9/1491692210
2025-08-06,In Search Of... (first version),N*E*R*D,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_6/Insearchof.jpg,https://open.spotify.com/track/5pBRSczAiFZEtrIwH1LqAo,
2025-08-06,Movies for the Blind,Cage,#193,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_6/Cage_movies_for_the_blind.jpg,https://open.spotify.com/track/6ClHxhOeItekPokE6VszT4,https://music.apple.com/us/album/among-the-sleep/1352831351?i=1352831360
2025-08-06,"Layin' da Smack Down",Project Pat,#12,,,"https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_6/Project_Pat_-_Layin'_da_Smack_Down.jpg",https://open.spotify.com/track/2XOKoaCWziW0W14DPeY7XS,https://music.apple.com/us/album/take-da-charge/322812838?i=322812978
2025-08-06,The Fix,Scarface,#4,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_6/Thefix.jpg,https://open.spotify.com/track/5qPkEnq2wSbnLJTK31mZy4,https://music.apple.com/us/album/the-fix/1452862762?i=1452863021
2025-08-06,The Gift,Big Mello,,,317480,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_6/Big%20Mello-%20The%20Gift.jpg,https://open.spotify.com/track/5H2MomgGEPjtL14sfaAlFR,https://music.apple.com/us/album/southside-big-mello-the-gift-feat-big-mello/998994611?i=998996387
2025-08-06,All That I Hold Dear,Homeboy Sandman,,,518549,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_6/Homeboy%20Sandman-%20All%20That%20I%20Hold%20Dear.jpg,https://open.spotify.com/track/48taVpRFItOUjWtlUgtswn,https://music.apple.com/us/album/relapse/676327862?i=676328232
2025-08-06,Lawn Mower Man,Madchild,#150,,17148651,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_6/Lawn_mower_man.jpg,https://open.spotify.com/track/0KL2qI1LMT8zStdcuRJDEF,https://music.apple.com/us/album/lawn-mower-man/685730994?i=685731411
2025-08-06,"Regulate... G Funk Era, Pt. II",Warren G,#2,Platinum,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_6/Regulate..._G_Funk_Era_Pt_2.jpg,https://open.spotify.com/track/4bd507BxqB2MBHzVqMGdVV,https://music.apple.com/us/album/regulate-feat-nate-dogg/1443143554?i=1443143897
2025-08-07,To Hell and Black,CPO,,,2881588,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_7/To_Hell_and_Black.jpg,https://open.spotify.com/track/1SOwE0CzTDELRCNbAsknzD,https://music.apple.com/us/album/flow-to-the-rhythm/1443499454?i=1443499573
2025-08-07,Kiss tha Game Goodbye,Jadakiss,#5,Gold,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_7/Kiss_tha_game_goodbye_jadakiss.jpg,https://open.spotify.com/track/7LFFSUDnunRvRiE59jVayq,https://music.apple.com/us/album/we-gonna-make-it-feat-styles-p/1440898467?i=1440898903
2025-08-07,The Streets Made Me,Soulja Slim,#188,,393707,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_7/The_Streetz_Made_Me.jpg,https://open.spotify.com/track/2TQPM5ZKAhCy1aQCuclwur,https://music.apple.com/us/album/soulja-life-mentality/1739190916?i=1739191610
2025-08-07,Breather Life,Krazy,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_7/Breather_Life.jpg,https://open.spotify.com/track/1TDYZPU3y7cq27mrEstJ5v,https://music.apple.com/us/album/breather-life/1704072732?i=1704072733
2025-08-07,The Big Unit,"Slim Thug & Lil' Keke",,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_7/Thebigunit.jpg,https://open.spotify.com/track/28b0Ty6GOt4ErU0fFq1sK3,https://music.apple.com/us/album/bull-riding-feat-drodi-slim-thug/1732805982?i=1732806267
2025-08-07,The Real Testament,Plies,#2,Platinum,301405895,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_7/Plies_-_The_Real_Testament.png,https://open.spotify.com/track/3LN41NUdHkyNqQhi9gExMm,https://music.apple.com/us/album/kept-it-too-real/260639380?i=260639756
2025-08-07,Duk Da Fuk Down,Psychopathic Rydas,,,1963276,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_7/Psychopathic%20Rydas-%20Duk%20Da%20Fuk%20Down.jpg,https://open.spotify.com/track/71N5BhOvRQB5xmkQUEWRUa,https://music.apple.com/us/album/duk-da-fuk-down/1437436037?i=1437436056
2025-08-07,Underground Kingz,UGK,#1,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_7/UGK(Underground_Kingz).jpeg,,https://music.apple.com/us/album/underground-kingz/1352138891?i=1352139987
2025-08-07,The Laws Of Nature,AWAR,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_7/AWAR-%20The%20Laws%20Of%20Nature.jpg,https://open.spotify.com/track/0SeZtqcwgg4ppwSb6McGkE,https://music.apple.com/us/album/legends-never-die/1469760687?i=1469760690
2025-08-07,The New Frontier,Kokane & Traffik,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20August%20Album/August_7/Kokane%20&%20Traffik-%20The%20New%20Frontier.jpg,https://open.spotify.com/track/3PmUTrmxjKv9i2Vtc9lz73,https://music.apple.com/us/album/brake-fluid-biiittch-pump-yo-brakes-feat-kokane/724894487?i=724895513
